10	0.000333981	5.168e-06
10	0.000309886	1.886e-06
10	0.000330279	1.956e-06
10	0.000309956	1.816e-06
10	0.000313168	2.444e-06
10	0.000309117	1.886e-06
10	0.000331955	1.746e-06
10	0.000297245	1.746e-06
10	0.000305626	1.746e-06
10	0.000301435	1.746e-06
100	0.00039174	5.936e-06
100	0.000389296	5.657e-06
100	0.000376514	5.657e-06
100	0.000376934	5.727e-06
100	0.000393555	5.727e-06
100	0.000363593	5.588e-06
100	0.000374838	5.657e-06
100	0.000382451	5.587e-06
100	0.000364921	5.797e-06
100	0.000377562	5.867e-06
1000	0.00826292	0.000427848
1000	0.00774463	0.000378819
1000	0.00836978	0.000376724
1000	0.0078218	0.000401169
1000	0.00763156	0.000384476
1000	0.0078246	0.000395302
1000	0.00781678	0.000403054
1000	0.00787516	0.000395441
1000	0.00771334	0.00037393
1000	0.007879	0.000388667
10000	0.554416	0.200987
10000	0.554692	0.200834
10000	0.548275	0.279478
10000	0.555766	0.200542
10000	0.545959	0.200186
10000	0.552753	0.20009
10000	0.580328	0.200402
10000	0.865821	0.227932
10000	0.913081	0.268028
10000	0.941665	0.260972
