8	0.000135073	7.473e-05
8	0.000174673	7.5639e-05
8	0.000139124	8.4787e-05
8	0.000139124	5.2591e-05
8	0.000172578	5.4965e-05
8	0.000176978	5.6362e-05
8	0.000166851	6.3555e-05
8	0.000170063	6.2788e-05
8	0.000158819	5.3219e-05
8	8.2273e-05	5.2241e-05
16	0.0001584	7.5359e-05
16	0.000185359	6.9772e-05
16	0.000190317	5.1752e-05
16	0.000192203	4.9587e-05
16	0.000189759	4.9448e-05
16	0.000196743	4.9168e-05
16	0.000143244	5.0635e-05
16	0.000170273	4.9098e-05
16	0.000184032	5.1473e-05
16	0.000194089	5.0076e-05
32	0.000178095	8.793e-05
32	0.000186546	7.4661e-05
32	0.000141289	8.1993e-05
32	0.000167061	6.8165e-05
32	0.000268819	7.3473e-05
32	0.000171181	7.6895e-05
32	0.000165035	6.8165e-05
32	0.000167759	6.8305e-05
32	0.000168178	7.04e-05
32	0.000168108	6.8375e-05
64	0.000212946	0.000301086
64	0.000219162	0.000289911
64	0.00022035	0.000279714
64	0.000244165	0.000279435
64	0.000161124	0.000287536
64	0.000215111	0.000286908
64	0.000219022	0.000278108
64	0.000219791	0.000277409
64	0.000208826	0.000281041
64	0.000199466	0.000279365
128	0.000446635	0.00203497
128	0.000445308	0.00199893
128	0.000463537	0.00197218
128	0.000451035	0.00193586
128	0.000449429	0.00195688
128	0.00042212	0.00201611
128	0.000416464	0.00200836
128	0.00044007	0.00202372
128	0.000415346	0.00202896
128	0.000441467	0.00202114
256	0.00150515	0.0158021
256	0.00149684	0.0157239
256	0.00149342	0.0157104
256	0.00145039	0.0157188
256	0.00151304	0.0156989
256	0.00149209	0.0157271
256	0.00161634	0.0157169
256	0.00150752	0.0156994
256	0.00152359	0.0157334
256	0.00151563	0.0158254
512	0.00797469	0.212209
512	0.00791812	0.212242
512	0.00800137	0.215525
512	0.00793928	0.215578
512	0.00794452	0.213605
512	0.00800053	0.215376
512	0.00792384	0.215279
512	0.00794815	0.215385
512	0.00791777	0.215473
512	0.00794158	0.215211
1024	0.0571845	6.53316
1024	0.0571047	6.55515
1024	0.0571883	6.53306
1024	0.0580679	6.52516
1024	0.0580363	6.52492
1024	0.0579823	6.53077
1024	0.0579983	6.53553
1024	0.057153	6.53531
1024	0.0572458	6.54361
1024	0.0571967	6.55744
2048	0.367663	56.947
2048	0.412635	56.9445
2048	0.414055	56.5593
2048	0.398151	56.9447
2048	0.361796	56.749
2048	0.363407	56.7027
2048	0.373226	56.7429
2048	0.377996	57.0926
2048	0.392936	56.8589
2048	0.384714	56.6249
10	0.000124946	7.4241e-05
10	0.000114819	6.0761e-05
10	0.000113562	6.0902e-05
10	0.000114958	6.0692e-05
10	0.000115587	6.0692e-05
10	0.00012306	6.0902e-05
10	0.000111397	5.9924e-05
10	0.000113562	6.1809e-05
10	0.000112235	6.0413e-05
10	0.000112863	6.0692e-05
