1	1.536e-06
1	1.537e-06
1	1.326e-06
1	1.676e-06
1	1.257e-06
1	1.466e-06
1	1.955e-06
1	1.187e-06
1	7.68e-07
1	6.28e-07
10	1.327e-06
10	1.187e-06
10	1.118e-06
10	1.607e-06
10	1.187e-06
10	1.118e-06
10	1.187e-06
10	1.117e-06
10	1.187e-06
10	1.118e-06
100	1.187e-06
100	1.117e-06
100	1.117e-06
100	1.187e-06
100	1.118e-06
100	1.117e-06
100	1.187e-06
100	1.117e-06
100	1.117e-06
100	1.118e-06
1000	1.467e-06
1000	1.466e-06
1000	1.397e-06
1000	1.397e-06
1000	1.396e-06
1000	1.467e-06
1000	1.397e-06
1000	1.397e-06
1000	1.397e-06
1000	1.466e-06
10000	2.4235e-05
10000	4.819e-06
10000	4.47e-06
10000	4.47e-06
10000	4.4e-06
10000	4.33e-06
10000	4.47e-06
10000	4.33e-06
10000	4.33e-06
10000	4.4e-06
100000	0.000223492
100000	4.4978e-05
100000	4.4908e-05
100000	4.4907e-05
100000	4.5048e-05
100000	4.5118e-05
100000	4.5118e-05
100000	4.5118e-05
100000	4.5118e-05
100000	4.5188e-05
1000000	0.00172704
1000000	0.000458718
1000000	0.000453619
1000000	0.000446286
1000000	0.000463466
1000000	0.000453619
1000000	0.000452781
1000000	0.000455505
1000000	0.000467098
1000000	0.000442165
10000000	0.0239593
10000000	0.0152241
10000000	0.0147333
10000000	0.0150833
10000000	0.014858
10000000	0.0144357
10000000	0.0139839
10000000	0.0137855
10000000	0.0133092
10000000	0.0130176
100000000	0.147224
100000000	0.0840048
100000000	0.0841827
100000000	0.0841673
100000000	0.0844267
100000000	0.0842321
100000000	0.0841198
100000000	0.0841686
100000000	0.0842284
100000000	0.0844533
