10	3.3733e-05
10	9.848e-06
10	9.708e-06
10	9.987e-06
10	9.499e-06
10	9.499e-06
10	9.639e-06
10	9.917e-06
10	9.149e-06
10	9.429e-06
100	9.149e-06
100	9.01e-06
100	9.358e-06
100	1.0127e-05
100	8.94e-06
100	9.219e-06
100	9.01e-06
100	9.289e-06
100	9.289e-06
100	9.009e-06
1000	9.149e-06
1000	9.079e-06
1000	9.289e-06
1000	8.94e-06
1000	8.94e-06
1000	9.149e-06
1000	9.009e-06
1000	9.15e-06
1000	9.848e-06
1000	8.94e-06
10000	9.499e-06
10000	9.219e-06
10000	9.15e-06
10000	9.01e-06
10000	9.428e-06
10000	9.01e-06
10000	9.009e-06
10000	9.289e-06
10000	9.289e-06
10000	8.94e-06
100000	1.8647e-05
100000	1.0686e-05
100000	1.0616e-05
100000	1.0126e-05
100000	1.0546e-05
100000	1.0266e-05
100000	1.0057e-05
100000	1.0197e-05
100000	1.0336e-05
100000	1.0196e-05
1000000	3.3733e-05
1000000	1.8508e-05
1000000	1.1104e-05
1000000	1.1035e-05
1000000	1.0546e-05
1000000	1.1594e-05
1000000	1.0965e-05
1000000	1.1245e-05
1000000	1.0755e-05
1000000	1.0686e-05
10000000	3.5409e-05
10000000	3.5898e-05
10000000	3.6318e-05
10000000	3.513e-05
10000000	3.5619e-05
10000000	3.4851e-05
10000000	3.499e-05
10000000	3.4781e-05
10000000	3.4152e-05
10000000	3.3454e-05
